ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
73932,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,10.25,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected by an approved pathology practitioner or an employee of an approved pathology authority from a person in the place where the person was residing. Unless item 73933 applies",,,,,7.70,8.75,
73933,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected by an approved pathology practitioner for a prescribed laboratory or by an employee of an approved pathology authority, who conducts a prescribed laboratory, from a person in the place where the person is residing",,,,,1.80,2.05,
73934,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,17.60,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 and 73926) if the specimen is collected by an approved pathology practitioner or an employee of an approved pathology authority from a person in a residential aged care home or institution. Unless 73935 applies",,,,,13.20,15.00,
73935,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected by an approved pathology practitioner or by an employee of an approved pathology authority, who conducts a prescribed laboratory, from a person in a residential aged care home or institution",,,,,1.80,2.05,
73936,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,5.95,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected from the person by the person.",,,,,4.50,5.10,
73937,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926), if the specimen is collected from the person by the person and if: () the service is performed in a prescribed laboratory or () the person is a private patient in a recognised hospital",,,,,1.80,2.05,
73938,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,7.95,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926) if the specimen is collected by or on behalf of the treating practitioner. Unless item 73939 applies",,,,,6.00,6.80,
73939,,01.05.2007,,6,P10,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,2.40,,,,,,,,,,01.05.2007,"Initiation of a patient episode by collection of a specimen for 1 or more services (other than those services described in items 73922, 73924 or 73926), if the specimen is collected by or on behalf of the treating practitioner and if: () the service is performed in a prescribed laboratory or () the person is a private patient in a recognised hospital",,,,,1.80,2.05,
73940,,01.05.2007,,6,P11,,,S,N,,N,N,N,N,N,N,N,C,01.05.2007,01.01.2013,10.25,,,,,,,,,,01.07.2023,Receipt of a specimen by an approved pathology practitioner of an approved pathology authority from another approved pathology practitioner of another approved pathology authority,,,,,7.70,8.75,
74990,,01.02.2004,,6,P12,,,S,N,,N,Y,N,N,Y,N,N,B,01.11.2004,01.07.2025,8.05,,,,,,,,,,01.01.2022,"A pathology service to which an item in this table (other than this item or item 74991, 75861, 75862, 75863 or 75864) applies if: (a) the service is an unreferred service; and (b) the service is provided to a person who is under the age of 16 or is a Commonwealth concession card holder; and (c) the person is not an admitted patient of a hospital; and (d) the service is bulk-billed in respect of the fees for: (i) this item; and (ii) the other item in this table applying to the service",,,,,,6.85,
74991,,01.05.2004,,6,P12,,,S,N,,N,Y,N,N,Y,N,N,B,01.11.2004,01.07.2025,12.20,,,,,,,,,,01.01.2022,"A pathology service to which an item in this table (other than this item or items 74990, 75861, 75862, 75863 or 75864) applies if: (a) the service is an unreferred service; and (b) the service is provided to a person who is under the age of 16 or is a Commonwealth concession card holder; and (c) the person is not an admitted patient of a hospital; and (d) the service is bulk-billed in respect of the fees for: (i) this item; and (ii) the other item in this table applying to the service; and (e) the service is provided at, or from, a practice location in a Modified Monash 2 area.",,,,,,10.40,
74992,,01.11.2009,,6,P13,,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.11.2009,1.60,,,,,,,,,,01.11.2009,A payment when the episode is bulk billed and includes item 73920.,,,,,1.20,1.40,
74993,,01.11.2009,,6,P13,,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.11.2009,3.75,,,,,,,,,,01.05.2012,A payment when the episode is bulk billed and includes item 73922 or 73926.,,,,,2.85,3.20,
74994,,01.11.2009,,6,P13,,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.11.2009,3.25,,,,,,,,,,01.05.2012,A payment when the episode is bulk billed and includes item 73924.,,,,,2.45,2.80,
74995,,01.11.2009,,6,P13,,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.11.2009,4.00,,,,,,,,,,01.11.2015,"A payment when the episode is bulk billed and includes item 73899, 73900, 73928, 73930 or 73936.",,,,,3.00,3.40,
74996,,01.11.2009,,6,P13,,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.11.2009,3.70,,,,,,,,,,01.11.2009,A payment when the episode is bulk billed and includes item 73932 or 73940.,,,,,2.80,3.15,
74997,,01.11.2009,,6,P13,,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.11.2009,3.30,,,,,,,,,,01.11.2009,A payment when the episode is bulk billed and includes item 73934.,,,,,2.50,2.85,
74998,,01.11.2009,,6,P13,,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.11.2009,2.00,,,,,,,,,,01.11.2009,A payment when the episode is bulk billed and includes item 73938.,,,,,1.50,1.70,
74999,,01.11.2009,,6,P13,,,S,N,,N,N,N,N,N,N,N,C,01.11.2009,01.11.2009,1.60,,,,,,,,,,01.05.2012,"A payment when the episode is bulk billed and includes item 73923, 73925, 73927, 73929, 73931, 73933, 73935, 73937 or 73939.",,,,,1.20,1.40,
75861,,01.01.2022,,6,P12,,,S,N,,N,Y,N,N,Y,N,N,B,01.01.2022,01.07.2025,12.95,,,,,,,,,,01.01.2022,"A pathology service to which an item in this table (other than this item or item 74990, 74991, 75862, 75863 or 75864) applies if: (a) the service is an unreferred service; and (b) the service is rendered to a person who is under the age of 16 or is a concessional beneficiary; and (c) the person is not an admitted patient of a hospital; and (d) the service is bulk-billed in respect of the fees for: (i) this item; and (ii) the other item in this Schedule applying to the service; and (e) the service is rendered at, or from, a practice location in: (i) a Modified Monash 3 area; or (ii) a Modified Monash 4 area",,,,,,11.05,
75862,,01.01.2022,,6,P12,,,S,N,,N,Y,N,N,Y,N,N,B,01.01.2022,01.07.2025,13.70,,,,,,,,,,01.11.2022,"A pathology service to which an item in this Schedule (other than this item or item 74990, 74991, 75861, 75863, or 75864) applies if: (a) the service is an unreferred service; and (b) the service is rendered to a person who is under the age of 16 or is a concessional beneficiary; and (c) the person is not an admitted patient of a hospital; and (d) the service is bulk-billed in relation to the fees for: (i) this item; and (ii) the other item in this Schedule applying to the service; and (e) the service is rendered at, or from, a practice location in a Modified Monash 5 area",,,,,,11.65,
75863,,01.01.2022,,6,P12,,,S,N,,N,Y,N,N,Y,N,N,B,01.01.2022,01.07.2025,14.60,,,,,,,,,,01.11.2022,"A pathology service to which an item in this Schedule (other than this item or item 74990, 74991, 75861, 75862 or 75864) applies if: (a) the service is an unreferred service; and (b) the service is rendered to a person who is under the age of 16 or is a concessional beneficiary; and (c) the person is not an admitted patient of a hospital; and (d) the service is bulk-billed in respect of the fees for: (i) this item; and (ii) the other item in this Schedule applying to the service; and (e) the service is rendered at, or from, a practice location in a Modified Monash 6 area",,,,,,12.45,
75864,,01.01.2022,,6,P12,,,S,N,,N,Y,N,N,Y,N,N,B,01.01.2022,01.07.2025,15.95,,,,,,,,,,01.11.2022,"A pathology service to which an item in this Schedule (other than this item or item 74990, 74991, 75861, 75862 or 75863) applies if: (a) the service is an unreferred service; and (b) the service is rendered to a person who is under the age of 16 or is a concessional beneficiary; and (c) the person is not an admitted patient of a hospital; and (d) the service is bulk-billed in relation to the fees for: (i) this item; and (ii) the other item in this Schedule applying to the service; and (e) the service is rendered at, or from, a practice location in a Modified Monash 7 area",,,,,,13.60,
75002,,01.03.2024,,7,C1,,,D,N,,N,Y,N,N,Y,N,P,C,01.03.2024,01.07.2025,99.75,,,01.01.2025,,,500.00,300.00,,,01.03.2024,"Initial professional attendance, in a single course of treatment (other than a service associated with a service to which item 75009, 75012, 75015 or 75023 applies)",,,,,74.85,84.80,
75005,,01.03.2024,,7,C1,,,D,N,,N,Y,N,N,Y,N,P,C,01.03.2024,01.07.2025,50.20,,,01.01.2025,,,500.00,300.00,,,01.03.2024,"Subsequent professional attendance in a single course of treatment (other than a service associated with a service to which item 75009, 75012, 75015 or 75023 applies)",,,,,37.65,42.70,
75007,,01.03.2024,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.03.2024,01.07.2025,88.90,,,,,,,,,,01.03.2024,"Production of dental study models (other than a service associated with a service to which item 75002 or 75005 applies) prior to provision of a service to which: (a) item 75030, 75032, 75039, 75045 or 75051 apply; or (b) an item in Group T8 or Groups O3 to O9 apply; or (c) item 52321, 53212 or 75618 apply; or (d) any of items 52330 to 52382, 52600 to 52630, 53400 to 53409 or 53415 to 53429 apply; in a single treatment",,,,,66.70,75.60,
75009,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,79.55,,,,,,,,,,01.03.2024,"Orthodontic radiography—orthopantomography (panoramic radiography), including any consultation on the same occasion",,,,,59.70,67.65,
75010,,01.07.2025,,7,C1,,,D,N,AO,Y,N,N,N,N,N,N,C,01.07.2025,01.07.2025,151.80,,,,,,,,,,01.07.2025,"Orthodontic radiography – anteroposterior or lateral cephalometric radiography, with cephalometric tracings, and orthopantomography, including any consultation on the same occasion",,,,,113.85,129.05,
75011,,01.07.2025,,7,C1,,,D,N,AO,Y,N,N,N,N,N,N,C,01.07.2025,01.07.2025,197.90,,,,,,,,,,01.07.2025,"Orthodontic radiography – anteroposterior and lateral cephalometric radiography, with cephalometric tracings, and orthopantomography, including any consultation on the same occasion",,,,,148.45,168.25,
75012,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,126.05,,,,,,,,,,01.03.2024,"Orthodontic anteroposterior cephalometric radiography with cephalometric tracings or lateral cephalometric radiography with cephalometric tracings, including any consultation on the same occasion",,,,,94.55,107.15,
75015,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,173.25,,,,,,,,,,01.03.2024,"Radiography anteroposterior and lateral cephalometric radiography with cephalometric tracings, including any consultation on the same occasion",,,,,129.95,147.30,
75023,,01.07.1995,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.07.1995,01.07.2025,54.15,,,,,,,,,,01.03.2024,"Intraoral radiography—single area, periapical or bitewing film",,,,,40.65,46.05,
75024,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,700.05,,,,,,,,,,01.03.2024,"Pre-surgical infant maxillary arch repositioning including nasoalveolar moulding, supply of appliances and all adjustments of appliances, and supervision of all components of the service—if 1 appliance is used",,,,,525.05,597.65,
75027,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,959.95,,,,,,,,,,01.03.2024,"Pre-surgical infant maxillary arch repositioning including nasoalveolar moulding, supply of appliances and all adjustments of appliances, and supervision of all components of the service—if 2 appliances are used",,,,,720.00,857.55,
75030,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,854.75,,,,,,,,,,01.03.2024,"Maxillary arch expansion (other than a service associated with a service to which item 75039, 75042, 75045 or 75048 applies), including supply of appliances and all adjustments of appliances, removal of appliances and retention",,,,,641.10,752.35,
75032,,01.03.2024,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.03.2024,01.07.2025,1924.45,,,,,,,,,,01.03.2024,"Mixed dentition treatment including incisor alignment (mandibular and/or maxillary) lateral arch expansion, including supply of appliances and all adjustments of appliances, removal of appliances and retention",,,,,1443.35,1822.05,
75034,,01.07.1995,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.07.1995,01.07.2025,713.05,,,,,,,,,,01.03.2024,"Mixed dentition treatment—incisor alignment with or without lateral arch expansion using a removable appliance in the maxillary arch, including supply of all appliances, and associated adjustments and retention",,,,,534.80,610.65,
75039,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,647.80,,,,,,,,,,01.03.2024,"Permanent dentition treatment—single arch (mandibular or maxillary) treatment (correction and alignment) using orthodontic fixed appliances or aligners, including supply of appliances and aligners—initial 3 months of active treatment",,,,,485.85,550.65,
75042,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,242.10,,,,,,,,,,01.03.2024,"Permanent dentition treatment—single arch (mandibular or maxillary) treatment (correction and alignment) using orthodontic fixed appliances or aligners, including supply of appliances and aligners—each subsequent 3 months of active treatment (including all adjustments and maintenance and removal of the appliances) after the initial three months of active treatment for a maximum of a further 33 months",,,,,181.60,205.80,
75045,,01.12.1991,,7,C1,,,D,N,,N,Y,N,N,Y,N,N,C,01.12.1991,01.07.2025,1296.70,,,,,,,,,,01.03.2024,"Permanent dentition treatment—2 arch (mandibular and maxillary) treatment (correction and alignment) using orthodontic fixed appliances or aligners, including supply of appliances or aligners—initial 3 months of active treatment",,,,,972.55,1194.30,
